dish,mood,dayStatus,craving,diet,cuisines
Assorted Classic Pastries Hamper (Box of 4),Happy,Lazy,Heavy,Veg,North Indian
Choco Chip Brownie,Tired,Hectic,Heavy,Veg,North Indian
Walnut Brownie,Happy,Productive,Heavy,Veg,North Indian
Choco Lava Cake,Tired,Normal,Sweet,Veg,Dessert
Choco Chip Brownie (Box of 2),Tired,Normal,Heavy,Veg,North Indian
Walnut Brownie (Box of 2),Happy,Normal,Heavy,Veg,North Indian
Walnut Brownie + Choco Chip Brownie (Box of 2),Sad,Normal,Heavy,Veg,North Indian
Choco Lava Cake (Box Of 2),Happy,Productive,Sweet,Veg,Dessert
Lemon Ice Tea (250 mL),Sad,Normal,Heavy,Veg,North Indian
Coke (250 mL),Sad,Hectic,Heavy,Veg,North Indian
Lemon Soda (250 mL),Sad,Hectic,Heavy,Veg,North Indian
Thums Up Can (330 mL),Stressed,Lazy,Heavy,Veg,North Indian
Coca Cola Bottle (475 mL),Stressed,Hectic,Heavy,Veg,North Indian
Coke Zero 330 ml Can,Stressed,Hectic,Heavy,Veg,North Indian
Jeera Masala Soda (350 mL),Happy,Normal,Spicy,Veg,North Indian
Masala Lemonade (200 mL),Tired,Normal,Spicy,Veg,North Indian
Badam Kesar Thandai.,Happy,Normal,Heavy,Veg,North Indian
Badam Kesar Thandai (Pack of 4),Happy,Lazy,Heavy,Veg,North Indian
Pizza Puff (Pack of 2),Sad,Hectic,Heavy,Veg,Fast Food
Potato Wedges (Small),Tired,Normal,Heavy,Veg,North Indian
Falafel Shots (6 pieces),Stressed,Lazy,Heavy,Veg,North Indian
Potato Chilli Shots with Mayo Dip,Sad,Lazy,Heavy,Veg,North Indian
French Fries (Medium),Happy,Productive,Heavy,Veg,Fast Food
Moong Dal Halwa (80 gm),Tired,Hectic,Heavy,Veg,North Indian
Moong Dal Halwa (300gm),Sad,Productive,Heavy,Veg,North Indian
Gulab Jamun (Pack of 5),Sad,Hectic,Sweet,Veg,Dessert
Gulab Jamun Box (Pack of 10),Sad,Productive,Sweet,Veg,Dessert
Aam Panna Boba,Tired,Normal,Heavy,Veg,North Indian
Spicy Jamun Boba,Tired,Lazy,Spicy,Veg,North Indian
Cold Coffee (S),Tired,Normal,Heavy,Veg,North Indian
Cappuccino (S),Stressed,Normal,Heavy,Veg,North Indian
Latte (S),Stressed,Normal,Heavy,Veg,North Indian
Iced Americano (S),Sad,Productive,Heavy,Veg,North Indian
Vanilla Cold Brew (S),Happy,Productive,Heavy,Veg,North Indian
Hot Chocolate (S),Tired,Normal,Heavy,Veg,North Indian
Lemon Iced Tea (S),Happy,Lazy,Heavy,Veg,North Indian
Peach Iced Tea (S),Tired,Productive,Heavy,Veg,North Indian
Chilli Cheese toast.,Sad,Productive,Heavy,Veg,North Indian
Chicken Keema melt.,Happy,Productive,Heavy,Non-Veg,North Indian
Passionfruit Yuzu Cooler,Stressed,Lazy,Heavy,Veg,North Indian
Mango & Ginger Cooler,Sad,Normal,Heavy,Veg,North Indian
Strawberry & Grapefruit Cooler,Tired,Productive,Heavy,Veg,North Indian
Iced Americano,Tired,Normal,Heavy,Veg,North Indian
Iced Latte,Stressed,Hectic,Heavy,Veg,North Indian
Cold Coffee,Tired,Lazy,Heavy,Veg,North Indian
Iced Double Double Latte,Happy,Productive,Heavy,Veg,North Indian
Iced Caramel Macchiato,Sad,Lazy,Heavy,Veg,North Indian
Frozen French Vanilla (On the sweeter side),Happy,Normal,Sweet,Veg,North Indian
Frozen French Vanilla with Espresso,Stressed,Lazy,Heavy,Veg,North Indian
Java Chip Iced Capp (Served without whipped cream),Stressed,Normal,Heavy,Veg,North Indian
Original Iced Capp (Served without whipped cream),Sad,Hectic,Heavy,Veg,North Indian
Caramel Iced Capp (Served without whipped cream),Tired,Lazy,Heavy,Veg,North Indian
Vanilla Iced Capp (Served without whipped cream),Happy,Productive,Heavy,Veg,North Indian
Mango Tims Shake,Sad,Productive,Heavy,Veg,North Indian
Chocolate Tims Shake (Served without whipped cream),Tired,Productive,Heavy,Veg,North Indian
Strawberry Tims Shake (Served without whipped cream),Sad,Normal,Heavy,Veg,North Indian
Classic Cold Brew,Stressed,Hectic,Heavy,Veg,North Indian
Vanilla Cold Brew,Happy,Productive,Heavy,Veg,North Indian
Lemon Iced Tea,Happy,Normal,Heavy,Veg,North Indian
Peach Iced Tea,Sad,Hectic,Heavy,Veg,North Indian
Spicy Cottage Cheese Melt Sandwich,Happy,Normal,Spicy,Veg,Fast Food
"Mushroom & Cheese Melt Sandwich,",Tired,Productive,Heavy,Veg,Fast Food
Spicy Chicken & Cheese Melt,Sad,Hectic,Spicy,Non-Veg,North Indian
Chicken Keema Melt,Stressed,Hectic,Heavy,Non-Veg,North Indian
Chicken & Cheese Melt Sandwich,Happy,Hectic,Heavy,Non-Veg,Fast Food
Chicken Tikka Croissant Sandwich,Tired,Lazy,Heavy,Non-Veg,Fast Food
"Egg, Cheese & Tomato Croissant Sandwich",Tired,Productive,Heavy,Non-Veg,Fast Food
Paneer Tikka Croissant.,Sad,Productive,Heavy,Veg,North Indian
Peruvian Avocado Toast,Happy,Lazy,Heavy,Veg,North Indian
Chicken Puff,Sad,Normal,Heavy,Non-Veg,North Indian
Paneer Puff,Tired,Hectic,Heavy,Veg,North Indian
Bagel with Cream Cheese,Stressed,Lazy,Heavy,Veg,North Indian
Bagel with Egg & Gauc',Tired,Productive,Heavy,Non-Veg,North Indian
Chicken & Gauc' Salad.,Sad,Productive,Light,Non-Veg,North Indian
Americano,Tired,Hectic,Heavy,Veg,North Indian
Cappuccino,Sad,Normal,Heavy,Veg,North Indian
Latte,Tired,Normal,Heavy,Veg,North Indian
Flat White,Happy,Hectic,Heavy,Veg,North Indian
Café Mocha..,Stressed,Lazy,Heavy,Veg,North Indian
Caramel Macchiato,Stressed,Hectic,Heavy,Veg,North Indian
Doppio,Happy,Productive,Heavy,Veg,North Indian
Double Double Latte,Tired,Normal,Heavy,Veg,North Indian
French Vanilla (on the sweeter side),Tired,Lazy,Sweet,Veg,North Indian
French Vanilla with Espresso,Happy,Productive,Heavy,Veg,North Indian
Hot Chocolate,Sad,Productive,Heavy,Veg,North Indian
Kadak Chai,Tired,Hectic,Heavy,Veg,North Indian
Ginger Chai,Happy,Normal,Heavy,Veg,North Indian
Green Tea,Sad,Hectic,Heavy,Veg,North Indian
English Breakfast Tea,Happy,Hectic,Heavy,Veg,North Indian
Oatmeal & Raisin Cookie,Happy,Normal,Heavy,Veg,North Indian
Double Chocolate Chip Cookie,Sad,Productive,Heavy,Veg,North Indian
Blueberry Muffin,Tired,Productive,Heavy,Veg,North Indian
Double Chocolate Chip Muffin,Sad,Hectic,Heavy,Veg,North Indian
Butter Croissant,Tired,Hectic,Heavy,Veg,North Indian
Almond Croissant,Tired,Productive,Heavy,Veg,North Indian
Chocolate Croissant,Tired,Productive,Heavy,Veg,North Indian
Chocolate Truffle Cake Slice,Stressed,Hectic,Sweet,Veg,Dessert
Chocolate Brownie,Tired,Lazy,Heavy,Veg,North Indian
Strawberry Cake,Stressed,Normal,Sweet,Veg,Dessert
Brownie Pop Timbit,Stressed,Productive,Heavy,Veg,North Indian
Salted Caramel Crumble Timbit,Tired,Normal,Heavy,Veg,North Indian
Blueberry Filled Timbit,Stressed,Hectic,Heavy,Veg,North Indian
Chocolate Filled Timbit,Sad,Hectic,Heavy,Veg,North Indian
Timbits Box of 4,Stressed,Hectic,Heavy,Veg,North Indian
Timbits Box of 10,Sad,Productive,Heavy,Veg,North Indian
Timbits Box of 20,Sad,Normal,Heavy,Veg,North Indian
Classic Cheesecake Slice,Happy,Normal,Sweet,Veg,Dessert
Lotus Biscoff Cheesecake,Tired,Normal,Sweet,Veg,Dessert
Choice of Hot Coffee (M) + Bagel with Cream Cheese,Sad,Lazy,Heavy,Veg,North Indian
Choice of Hot Coffee (M) + Chilli Cheese Toast,Stressed,Productive,Heavy,Veg,North Indian
Choice of Hot Coffee (M) + Butter Croissant,Sad,Hectic,Heavy,Veg,North Indian
Choice of Hot Coffee (M) + Choice of Cheese Melt Sandwich,Sad,Normal,Heavy,Veg,Fast Food
Choice of Hot Coffee (M) + Choice of Croissant Sandwich,Tired,Normal,Heavy,Veg,Fast Food
Choice of Hot Coffee (M) + Choice of Wrap,Sad,Hectic,Heavy,Veg,Fast Food
Cold Coffee (M) + Choice of Cheese Melt Sandwich,Stressed,Productive,Heavy,Veg,Fast Food
Cold Coffee (M) + Choice of Croissant Sandwich,Tired,Normal,Heavy,Veg,Fast Food
Coffee Beans,Stressed,Productive,Heavy,Veg,North Indian
Ground Coffee (125 Grams),Stressed,Hectic,Heavy,Veg,North Indian
Ground Coffee (250 Grams),Tired,Hectic,Heavy,Veg,North Indian
Deluxe Veggie Pizza,Stressed,Lazy,Heavy,Non-Veg,Fast Food
Queen Margherita Pizza,Stressed,Productive,Heavy,Veg,Fast Food
Mexican Wave Pizza,Stressed,Normal,Heavy,Veg,Fast Food
Creamy Spinach Popeye Pizza,Happy,Normal,Heavy,Veg,Fast Food
Ultimate Spinach Pizza,Happy,Lazy,Heavy,Veg,Fast Food
Paneer Red-Hot Pizza,Happy,Hectic,Heavy,Veg,Fast Food
Farmhouse Pizza,Tired,Productive,Heavy,Veg,Fast Food
Five Pepper Pizza,Stressed,Normal,Heavy,Veg,Fast Food
Smoked Hawaiian Pizza,Happy,Lazy,Heavy,Veg,Fast Food
Veggie Volcano Pizza,Stressed,Normal,Heavy,Non-Veg,Fast Food
Farmer's Pick Pizza,Happy,Normal,Heavy,Veg,Fast Food
Greek Goddess Pizza,Sad,Normal,Heavy,Veg,Fast Food
Four Seasons Pizza,Sad,Lazy,Heavy,Veg,Fast Food
Veg Overload Pizza,Stressed,Hectic,Heavy,Veg,Fast Food
Mediterranean Pizza,Happy,Hectic,Heavy,Veg,Fast Food
Cheesy Mania Corn Pizza Box,Sad,Hectic,Heavy,Veg,Fast Food
Cheesy Mania Peri Peri Paneer Pizza Box,Stressed,Productive,Heavy,Veg,Fast Food
Chessy Mania Margherita Pizza Box,Tired,Normal,Heavy,Veg,Fast Food
Deluxe Veggie Pizza [Multigrain],Stressed,Productive,Heavy,Non-Veg,Fast Food
Paneer Red Hot Pizza [Multigrain],Sad,Productive,Heavy,Veg,Fast Food
Deluxe Veggie Pizza,Happy,Productive,Heavy,Non-Veg,Fast Food
Queen Margherita Pizza,Tired,Hectic,Heavy,Veg,Fast Food
Mexican Wave Pizza,Sad,Lazy,Heavy,Veg,Fast Food
Creamy Spinach Popeye Pizza,Sad,Lazy,Heavy,Veg,Fast Food
Ultimate Spinach Pizza,Sad,Productive,Heavy,Veg,Fast Food
Paneer Red-Hot Pizza,Tired,Productive,Heavy,Veg,Fast Food
Farmhouse Pizza,Stressed,Productive,Heavy,Veg,Fast Food
Five Pepper Pizza,Stressed,Normal,Heavy,Veg,Fast Food
Smoked Hawaiian Pizza,Tired,Hectic,Heavy,Veg,Fast Food
Veggie Volcano Pizza,Happy,Lazy,Heavy,Non-Veg,Fast Food
Farmer's Pick Pizza,Tired,Hectic,Heavy,Veg,Fast Food
Greek Goddess Pizza,Stressed,Normal,Heavy,Veg,Fast Food
Four Seasons Pizza,Happy,Normal,Heavy,Veg,Fast Food
Veg Overload Pizza,Stressed,Productive,Heavy,Veg,Fast Food
Mediterranean Pizza,Happy,Hectic,Heavy,Veg,Fast Food
Father's Day Special Cupcakes - Pack of 6,Happy,Normal,Sweet,Veg,Dessert
Cheesy Mania Corn Pizza Box,Stressed,Lazy,Heavy,Veg,Fast Food
Cheesy Mania Peri Peri Paneer Pizza Box,Tired,Hectic,Heavy,Veg,Fast Food
Chessy Mania Margherita Pizza Box,Happy,Lazy,Heavy,Veg,Fast Food
Deluxe Veggie Pizza [Multigrain],Sad,Productive,Heavy,Non-Veg,Fast Food
Paneer Red Hot Pizza [Multigrain],Happy,Productive,Heavy,Veg,Fast Food
Farmhouse Pizza [Multigrain],Happy,Normal,Heavy,Veg,Fast Food
Italian Cheese Garlic Bread,Tired,Lazy,Heavy,Veg,North Indian
Popeye's Spinach Garlic Bread,Sad,Productive,Heavy,Veg,North Indian
Hawaiian Pineapple Garlic Bread,Happy,Hectic,Heavy,Veg,North Indian
Creamy Spinach & Mushroom Garlic Bread,Stressed,Hectic,Heavy,Veg,North Indian
Signature Garlic Knots with Cheesy Dip,Happy,Productive,Heavy,Veg,North Indian
Peri-Peri Garlic Knots with Cheesy Dip,Stressed,Lazy,Heavy,Veg,North Indian
Garlic Knots  Infinity Bucket (35 units),Tired,Normal,Heavy,Veg,North Indian
The Royal Garlic Knots with Cheesy Dip,Sad,Productive,Heavy,Veg,North Indian
Thums Up,Happy,Normal,Heavy,Veg,North Indian
Coke,Sad,Lazy,Heavy,Veg,North Indian
Diet Coke,Happy,Productive,Heavy,Veg,North Indian
Half &Half Medium Pizza,Stressed,Lazy,Heavy,Veg,Fast Food
Half &Half Large Pizza,Sad,Hectic,Heavy,Veg,Fast Food
Corn and Onion Pizza + Knots Combo,Tired,Normal,Heavy,Veg,Fast Food
Deluxe Veggie Pizza + Knots Combo,Tired,Lazy,Heavy,Non-Veg,Fast Food
Royal 4in1 Veg Pizza,Happy,Normal,Heavy,Veg,Fast Food
Royal 4in1 Gourmet Veg Pizza,Happy,Lazy,Heavy,Veg,Fast Food
Cheesy Paneer Tikka,Happy,Productive,Heavy,Veg,North Indian
Cheesy Mexican,Stressed,Lazy,Heavy,Veg,North Indian
Potato Chilli Cheese,Tired,Normal,Heavy,Veg,North Indian
Chicken Keema Melt,Happy,Normal,Heavy,Non-Veg,North Indian
Cheesy Chicken Tikka,Stressed,Normal,Heavy,Non-Veg,North Indian
Cheesy American BBQ,Tired,Lazy,Heavy,Veg,North Indian
Cheesy Lamb Pepperoni,Happy,Productive,Heavy,Veg,North Indian
Egg'n Chicken Melt,Sad,Hectic,Heavy,Non-Veg,North Indian
Double Egg n' Cheese Omelette Sandwich,Happy,Hectic,Heavy,Non-Veg,Fast Food
Veggie Delite Sandwich,Happy,Productive,Heavy,Non-Veg,Fast Food
Aloo Patty Sandwich,Happy,Productive,Heavy,Veg,Fast Food
Paneer Tikka Sandwich,Tired,Hectic,Heavy,Veg,Fast Food
Veg Shammi Sandwich,Tired,Normal,Heavy,Veg,Fast Food
Chilli Bean Patty Sandwich,Stressed,Hectic,Heavy,Veg,Fast Food
Corn & Peas Sandwich,Stressed,Hectic,Heavy,Veg,Fast Food
Roasted Chicken Strip Sandwich,Stressed,Hectic,Heavy,Non-Veg,Fast Food
B.M.T Sandwich,Happy,Normal,Heavy,Veg,Fast Food
Tandoori Chicken Tikka Sandwich,Tired,Hectic,Heavy,Non-Veg,Fast Food
Peri Peri Chicken Sandwich,Sad,Normal,Heavy,Non-Veg,Fast Food
Chicken Teriyaki Sandwich,Stressed,Hectic,Heavy,Non-Veg,Fast Food
Veggie Delite Sandwich,Tired,Lazy,Heavy,Non-Veg,Fast Food
Aloo Patty Sandwich,Stressed,Productive,Heavy,Veg,Fast Food
Paneer Tikka Sandwich,Sad,Lazy,Heavy,Veg,Fast Food
Veg Shammi Sandwich,Happy,Hectic,Heavy,Veg,Fast Food
Chilli Bean Patty Sandwich,Stressed,Lazy,Heavy,Veg,Fast Food
Corn & Peas Sandwich,Tired,Productive,Heavy,Veg,Fast Food
Roasted Chicken Strip Sandwich,Tired,Lazy,Heavy,Non-Veg,Fast Food
B.M.T Sandwich,Stressed,Productive,Heavy,Veg,Fast Food
Tandoori Chicken Tikka Sandwich,Stressed,Hectic,Heavy,Non-Veg,Fast Food
Peri Peri Chicken Sandwich,Happy,Normal,Heavy,Non-Veg,Fast Food
Chicken Teriyaki Sandwich,Stressed,Hectic,Heavy,Non-Veg,Fast Food
Italian B.M.T (Lamb),Stressed,Productive,Heavy,Veg,North Indian
Tuna Sandwich,Happy,Normal,Heavy,Veg,Fast Food
Chicken Meatball Sandwich,Stressed,Normal,Heavy,Non-Veg,Fast Food
Spicy Chicken Keema Sandwich,Happy,Hectic,Spicy,Non-Veg,Fast Food
Chicken Slice Sandwich,Tired,Productive,Heavy,Non-Veg,Fast Food
Lamb Pepperoni,Tired,Hectic,Heavy,Veg,North Indian
Double Egg n' Cheese Omelette Sandwich,Sad,Normal,Heavy,Non-Veg,Fast Food
Tuna Salad,Tired,Hectic,Light,Veg,North Indian
Tandoori Chicken Tikka Salad,Stressed,Normal,Light,Non-Veg,North Indian
Chicken Teriyaki Salad,Happy,Normal,Light,Non-Veg,North Indian
Chicken Meatball Salad,Happy,Productive,Light,Non-Veg,North Indian
Smoked Chicken Strips Salad,Sad,Hectic,Light,Non-Veg,North Indian
Spicy Chicken Keema Salad,Stressed,Productive,Spicy,Non-Veg,North Indian
Chicken Slice Salad,Sad,Hectic,Light,Non-Veg,North Indian
B.M.T. Salad,Tired,Productive,Light,Veg,North Indian
Peri Peri Chicken Salad,Happy,Hectic,Light,Non-Veg,North Indian
Italian B.M.T (Lamb) Salad,Sad,Productive,Light,Veg,North Indian
Lamb Pepperoni Salad,Tired,Hectic,Light,Veg,North Indian
Paneer Tikka Salad,Stressed,Normal,Light,Veg,North Indian
Chilli Bean Patty Salad,Stressed,Productive,Light,Veg,North Indian
Veggie Delite Salad,Sad,Productive,Light,Non-Veg,North Indian
Veg Shammi Salad,Tired,Lazy,Light,Veg,North Indian
Aloo Patty Salad,Stressed,Normal,Light,Veg,North Indian
Corn & Peas Salad,Tired,Lazy,Light,Veg,North Indian
Smoked Chicken Strips Signature Wrap,Stressed,Hectic,Heavy,Non-Veg,Fast Food
Italian B.M.T (Lamb) Sig. Wrap,Tired,Hectic,Heavy,Veg,Fast Food
Lamb Pepperoni Sig. Wrap,Happy,Normal,Heavy,Veg,Fast Food
Spicy Chicken Keema Signature Wrap,Happy,Normal,Spicy,Non-Veg,Fast Food
Peri Peri Chicken Signature Wrap,Happy,Normal,Heavy,Non-Veg,Fast Food
Chicken Teriyaki Signature Wrap,Stressed,Lazy,Heavy,Non-Veg,Fast Food
Tandoori Chicken Tikka Signature Wrap,Tired,Normal,Heavy,Non-Veg,Fast Food
Chicken Meatball Sig. Wrap,Tired,Lazy,Heavy,Non-Veg,Fast Food
Chicken Slice Signature Wrap,Stressed,Lazy,Heavy,Non-Veg,Fast Food
B.M.T. Signature Wrap,Happy,Productive,Heavy,Veg,Fast Food
Tuna Signature Wrap,Happy,Lazy,Heavy,Veg,Fast Food
Paneer Tikka Signature Wrap,Happy,Hectic,Heavy,Veg,Fast Food
Chilli Bean Signature Wrap,Stressed,Normal,Heavy,Veg,Fast Food
Veg Shammi Kebab Signature Wrap,Happy,Normal,Heavy,Veg,Fast Food
Aloo Patty Signature Wrap,Stressed,Normal,Heavy,Veg,Fast Food
Veggie Delite Signature Wrap,Sad,Normal,Heavy,Non-Veg,Fast Food
Corn & Peas Signature Wrap,Stressed,Lazy,Heavy,Veg,Fast Food
Cheesy Paneer Tikka,Stressed,Normal,Heavy,Veg,North Indian
Cheesy Mexican,Stressed,Productive,Heavy,Veg,North Indian
Potato Chilli Cheese,Sad,Normal,Heavy,Veg,North Indian
Chicken Keema Melt,Happy,Normal,Heavy,Non-Veg,North Indian
Cheesy Chicken Tikka,Happy,Normal,Heavy,Non-Veg,North Indian
Cheesy American BBQ,Sad,Hectic,Heavy,Veg,North Indian
Cheesy Lamb Pepperoni,Tired,Normal,Heavy,Veg,North Indian
Egg'n Chicken Melt,Happy,Productive,Heavy,Non-Veg,North Indian
Coke Zero 330ml Can,Sad,Normal,Heavy,Veg,North Indian
Thums Up 330ml Can,Happy,Normal,Heavy,Veg,North Indian
Coke 330ml Can,Sad,Lazy,Heavy,Veg,North Indian
Maaza 300ml Can,Sad,Productive,Heavy,Veg,North Indian
Minute Maid Pulpy orange 300ml Can,Stressed,Hectic,Heavy,Veg,North Indian
Fanta 330ml Can,Happy,Productive,Heavy,Veg,North Indian
Sprite 330ml Can,Stressed,Productive,Heavy,Veg,North Indian
Schweppes Water 500ml Pet,Happy,Lazy,Heavy,Veg,North Indian
Raw Choco Mint Protein Shake 195ml,Sad,Hectic,Heavy,Veg,North Indian
Iced Green Tea - Peach 245ml,Happy,Lazy,Heavy,Veg,North Indian
Raw Coconut Water 200ml,Sad,Productive,Heavy,Veg,North Indian
Iced Green Tea- Mint Mojito 245ml,Sad,Hectic,Heavy,Veg,North Indian
Chicken Meatballs-5Pcs,Tired,Productive,Heavy,Non-Veg,North Indian
Veg Kebab-5Pcs,Stressed,Productive,Heavy,Veg,North Indian
Sizzling Jalapeno Cornitos,Happy,Hectic,Heavy,Veg,North Indian
Cheese & Herbs Cornitos,Stressed,Productive,Heavy,Veg,North Indian
Dark Chunk Chocolate Cookie (eggless),Stressed,Productive,Heavy,Non-Veg,North Indian
Oatmeal Raisin Cookie (eggless),Sad,Lazy,Heavy,Non-Veg,North Indian
Double Chicken Roll Meal for 2,Stressed,Lazy,Heavy,Non-Veg,North Indian
Classic Chicken Roll Meal for 2,Tired,Hectic,Heavy,Non-Veg,North Indian
Double Chicken Roll Meal for 1,Happy,Normal,Heavy,Non-Veg,North Indian
Classic Chicken Roll Meal for 1,Tired,Hectic,Heavy,Non-Veg,North Indian
2 Double Chicken Rolls,Stressed,Normal,Heavy,Non-Veg,North Indian
2 Classic Chicken Rolls,Sad,Lazy,Heavy,Non-Veg,North Indian
Double Chicken Roll & Pepsi Combo,Happy,Normal,Heavy,Non-Veg,North Indian
Classic Chicken Roll & Pepsi Combo,Stressed,Hectic,Heavy,Non-Veg,North Indian
Double Chicken Roll,Sad,Hectic,Heavy,Non-Veg,North Indian
Classic Chicken Roll,Happy,Lazy,Heavy,Non-Veg,North Indian
Double Down Burger & Pepsi,Tired,Lazy,Heavy,Veg,Fast Food
2 Double Down Burgers & Fries Meal,Stressed,Productive,Heavy,Veg,Fast Food
Double Down Burger,Happy,Productive,Heavy,Veg,Fast Food
Gold Edition Chicken Zinger Burger & Fries,Sad,Productive,Heavy,Non-Veg,Fast Food
Spicy Zinger Burger,Stressed,Normal,Spicy,Veg,Fast Food
Spicy Zinger Burger and Popcorn Meal,Stressed,Normal,Spicy,Veg,Fast Food
Mexican Zinger Pro Pepsi Bottle Combo,Tired,Normal,Heavy,Veg,North Indian
Paneer Zinger Burger,Happy,Productive,Heavy,Veg,Fast Food
Zinger Pro Burger & Popcorn Meal,Happy,Lazy,Heavy,Veg,Fast Food
Zinger Pro Burger & Chicken Meal,Happy,Productive,Heavy,Non-Veg,Fast Food
Double Chicken Roll Meal for 2,Sad,Hectic,Heavy,Non-Veg,North Indian
Classic Chicken Roll Meal for 2,Happy,Lazy,Heavy,Non-Veg,North Indian
Double Chicken Roll Meal for 1,Tired,Hectic,Heavy,Non-Veg,North Indian
Classic Chicken Roll Meal for 1,Tired,Hectic,Heavy,Non-Veg,North Indian
2 Double Chicken Rolls,Tired,Hectic,Heavy,Non-Veg,North Indian
2 Classic Chicken Rolls,Stressed,Lazy,Heavy,Non-Veg,North Indian
Double Chicken Roll & Pepsi Combo,Happy,Lazy,Heavy,Non-Veg,North Indian
Classic Chicken Roll & Pepsi Combo,Happy,Lazy,Heavy,Non-Veg,North Indian
Double Chicken Roll,Sad,Hectic,Heavy,Non-Veg,North Indian
Classic Chicken Roll,Tired,Normal,Heavy,Non-Veg,North Indian
Double Down Burger & Pepsi,Sad,Productive,Heavy,Veg,Fast Food
2 Double Down Burgers & Fries Meal,Stressed,Productive,Heavy,Veg,Fast Food
Double Down Burger,Tired,Normal,Heavy,Veg,Fast Food
Double Down Burger & Popcorn Meal,Tired,Normal,Heavy,Veg,Fast Food
2 Double Down Burgers,Stressed,Normal,Heavy,Veg,Fast Food
Gold Edition Chicken Zinger Burger & Fries,Stressed,Productive,Heavy,Non-Veg,Fast Food
Spicy Zinger Burger,Tired,Lazy,Spicy,Veg,Fast Food
Spicy Zinger Burger and Popcorn Meal,Stressed,Normal,Spicy,Veg,Fast Food
Mexican Zinger Pro Pepsi Bottle Combo,Sad,Normal,Heavy,Veg,North Indian
Paneer Zinger Burger,Happy,Lazy,Heavy,Veg,Fast Food
Zinger Pro Burger & Popcorn Meal,Sad,Lazy,Heavy,Veg,Fast Food
Zinger Pro Burger & Chicken Meal,Sad,Lazy,Heavy,Non-Veg,Fast Food
Chicken Burger Buddy Meal,Sad,Lazy,Heavy,Non-Veg,Fast Food
Gold Edition Veg Zinger Burger,Sad,Lazy,Heavy,Veg,Fast Food
American Classic Zinger Mojito Combo,Sad,Lazy,Light,Veg,North Indian
Mixed Chicken Zinger Burger Doubles,Sad,Lazy,Heavy,Non-Veg,Fast Food
Chicken Zinger Burger - Classic with Cheese,Sad,Lazy,Heavy,Non-Veg,Fast Food
Chicken Zinger Burger - Tandoori with Cheese,Sad,Lazy,Heavy,Non-Veg,Fast Food
Veg Zinger Burger with Cheese,Sad,Lazy,Heavy,Veg,Fast Food
Chicken Zinger Burger - Classic,Sad,Lazy,Heavy,Non-Veg,Fast Food
Veg Zinger Burger,Sad,Lazy,Heavy,Veg,Fast Food
Chicken Zinger Burger - Tandoori,Sad,Lazy,Heavy,Non-Veg,Fast Food
2 X Chicken Krisper Burgers,Sad,Lazy,Heavy,Non-Veg,Fast Food
2 X Veg Krisper Burgers,Sad,Lazy,Heavy,Veg,Fast Food
Spicy Zinger Burger and Chicken Meal,Sad,Lazy,Heavy,Non-Veg,Fast Food
Zinger Pro Burger,Sad,Lazy,Heavy,Veg,Fast Food
Chicken Longer Burger & 2 Strips Combo,Sad,Lazy,Heavy,Non-Veg,Fast Food
All Chicken Box,Sad,Lazy,Light,Non-Veg,North Indian
Classic Zinger Box,Sad,Lazy,Light,Veg,North Indian
Rice Box Meal,Sad,Lazy,Light,Veg,North Indian
Roll Meal Box,Sad,Lazy,Light,Veg,North Indian
Veg Box Meal,Sad,Lazy,Light,Veg,North Indian
Veg Partnership Zinger Meal,Sad,Lazy,Light,Veg,North Indian
Bouncer Roll Popcorn Meal,Sad,Lazy,Light,Veg,North Indian
Chicken Challengers Meal,Sad,Lazy,Light,Non-Veg,North Indian
Strips King Popcorn Bucket,Sad,Lazy,Light,Veg,North Indian
Cricket Crunch Meal,Sad,Lazy,Light,Veg,North Indian
Dream Team Meal,Sad,Lazy,Light,Veg,North Indian
Clean Bowled Combo,Sad,Productive,Light,Veg,North Indian
Super 6s Chicken Bucket,Sad,Lazy,Light,Non-Veg,North Indian
Rolls Super Kings,Sad,Lazy,Light,Veg,North Indian
Green Pitch Meal,Sad,Lazy,Light,Veg,North Indian
LBW Chicken Bucket,Sad,Lazy,Light,Non-Veg,North Indian
Classic Roll Super Kings Meal,Sad,Lazy,Light,Veg,North Indian
Super Over Meal,Sad,Lazy,Light,Veg,North Indian
5 Leg Pc & 2 Dips Pepsi Bottle Combo,Sad,Lazy,Light,Veg,North Indian
Peri Peri Chicken 5 Leg Piece Meal,Sad,Lazy,Light,Non-Veg,North Indian
Peri Peri 10 Pc Chicken Strips & 2 Dips,Sad,Lazy,Light,Non-Veg,North Indian
Peri Peri Chicken 5 Leg Piece Bucket,Sad,Lazy,Light,Non-Veg,North Indian
Peri Peri Chicken 10 Leg Pc & 4 Dips,Sad,Lazy,Light,Non-Veg,North Indian
6 Pc Strips & Pepsi Bottle Combo,Sad,Lazy,Light,Veg,North Indian
Peri Peri chicken strips - 6 Pc,Sad,Lazy,Light,Non-Veg,North Indian
House Party Chicken Combo,Sad,Lazy,Light,Non-Veg,North Indian
Chick n Dip Combo,Sad,Lazy,Light,Veg,North Indian
Zinger Burger & Chicken Combo,Sad,Lazy,Heavy,Non-Veg,Fast Food
Gold Chicken Zinger Burger Epic Meal,Sad,Lazy,Heavy,Non-Veg,Fast Food
Gold Veg Zinger Burger x 2,Sad,Lazy,Heavy,Veg,Fast Food
